Country,Age,Gender,Customer_Segment,Date,Year,Month,Total_Purchases,Total_Amount,Product_Category,Product_Brand,Product_Type,Payment_Method,Month_Name,Avg_Order_Value,Total_Amount_M,Age_Group
Australia,36.0,Male,Regular,2023-12-27,2023,12,4.0,1057.303253,Clothing,Nike,T-shirt,Credit Card,Dec,264.32581325,0.001057303253,36-50
Germany,20.0,Male,New,2023-06-18,2023,6,9.0,1888.601742,Electronics,Sony,Headphones,Cash,Jun,209.844638,0.001888601742,18-25
USA,23.0,Male,Regular,2023-10-31,2023,10,10.0,4986.576018,Clothing,Adidas,Shoes,PayPal,Oct,498.65760179999995,0.0049865760179999994,18-25
Germany,46.0,Female,New,2024-01-22,2024,1,6.0,1449.605884,Grocery,Nestle,Snacks,Debit Card,Jan,241.6009806666667,0.001449605884,36-50
USA,25.0,Male,Regular,2023-10-25,2023,10,4.0,1166.037934,Grocery,Pepsi,Water,Debit Card,Oct,291.5094835,0.001166037934,18-25
Germany,22.0,Unknown,Regular,2023-10-21,2023,10,2.0,275.1311486,Home Decor,IKEA,Furniture,Credit Card,Oct,137.5655743,0.0002751311486,18-25
UK,26.0,Male,Regular,2024-01-20,2024,1,8.0,856.5939661,Electronics,Whirepool,Fridge,PayPal,Jan,107.0742457625,0.0008565939661,26-35
USA,34.0,Female,Premium,2023-04-20,2023,4,7.0,2415.982462,Home Decor,IKEA,Decorations,Credit Card,Apr,345.1403517142857,0.002415982462,26-35
USA,22.0,Male,Regular,2023-11-28,2023,11,4.0,1332.057714,Grocery,Coca-Cola,Water,Credit Card,Nov,333.0144285,0.001332057714,18-25
USA,18.0,Female,Premium,2023-04-21,2023,4,1.0,263.2159353,Grocery,Nestle,Coffee,Cash,Apr,263.2159353,0.0002632159353,
USA,46.0,Male,Premium,2023-10-15,2023,10,8.0,2477.370417,Home Decor,IKEA,Decorations,PayPal,Oct,309.671302125,0.002477370417,36-50
UK,46.0,Female,Regular,2023-03-22,2023,3,9.0,2951.553141,Books,Random House,Literature,Debit Card,Mar,327.95034899999996,0.002951553141,36-50
USA,45.0,Female,New,2023-06-27,2023,6,4.0,906.3671356,Grocery,Nestle,Chocolate,Credit Card,Jun,226.5917839,0.0009063671356,36-50
Australia,34.0,Male,Premium,2023-04-25,2023,4,7.0,1383.023945,Clothing,Adidas,T-shirt,Debit Card,Apr,197.57484928571427,0.0013830239449999998,26-35
UK,20.0,Female,Premium,2023-04-18,2023,4,9.0,4222.01288,Grocery,Coca-Cola,Juice,Debit Card,Apr,469.11254222222226,0.004222012880000001,18-25
Germany,35.0,Male,New,2023-07-16,2023,7,10.0,1425.67644,Books,HarperCollins,Thriller,PayPal,Jul,142.567644,0.00142567644,26-35
Canada,37.0,Male,Premium,2023-10-26,2023,10,10.0,463.5563966,Home Decor,IKEA,Furniture,Credit Card,Oct,46.35563966,0.0004635563966,36-50
USA,51.0,Male,New,2023-09-24,2023,9,4.0,318.0985866,Electronics,Samsung,Television,Debit Card,Sep,79.52464665,0.00031809858659999997,50+
USA,23.0,Female,Premium,2023-08-18,2023,8,4.0,1579.173772,Grocery,Nestle,Snacks,Debit Card,Aug,394.793443,0.001579173772,18-25
USA,34.0,Male,Regular,2024-02-25,2024,2,8.0,1905.376263,Books,Penguin Books,Children's,Debit Card,Feb,238.172032875,0.001905376263,26-35
Canada,20.0,Male,Premium,2023-11-20,2023,11,10.0,3334.014678,Clothing,Adidas,T-shirt,PayPal,Nov,333.4014678,0.003334014678,18-25
Australia,54.0,Male,Regular,2023-07-19,2023,7,3.0,63.06327457,Grocery,Coca-Cola,Soft Drink,Credit Card,Jul,21.021091523333332,6.306327457e-05,50+
USA,23.0,Female,Regular,2023-06-23,2023,6,1.0,326.6500252,Books,HarperCollins,Fiction,Debit Card,Jun,326.6500252,0.0003266500252,18-25
Canada,46.0,Male,Regular,2023-06-27,2023,6,6.0,182.2897549,Grocery,Pepsi,Water,PayPal,Jun,30.381625816666666,0.0001822897549,36-50
USA,25.0,Male,New,2023-09-15,2023,9,7.0,220.301411,Home Decor,Bed Bath & Beyond,Bedding,Cash,Sep,31.471630142857144,0.00022030141100000001,18-25
Australia,22.0,Male,Regular,2024-02-21,2024,2,6.0,309.3812078,Clothing,Zara,Shirt,Cash,Feb,51.56353463333334,0.00030938120780000004,18-25
Germany,19.0,Female,Premium,2023-10-25,2023,10,3.0,71.03503976,Grocery,Coca-Cola,Water,Debit Card,Oct,23.678346586666667,7.103503976000001e-05,18-25
Australia,50.0,Female,Regular,2023-11-13,2023,11,9.0,1189.350163,Books,Random House,Literature,Credit Card,Nov,132.1500181111111,0.001189350163,36-50
Germany,20.0,Male,New,2023-06-14,2023,6,7.0,1802.493243,Clothing,Adidas,T-shirt,PayPal,Jun,257.4990347142857,0.001802493243,18-25
UK,42.0,Male,New,2024-02-21,2024,2,3.0,505.6605022,Books,Penguin Books,Non-Fiction,Cash,Feb,168.55350073333332,0.0005056605022,36-50
USA,57.0,Male,Premium,2024-01-17,2024,1,3.0,478.9892103,Clothing,Adidas,Shoes,Debit Card,Jan,159.6630701,0.00047898921030000005,50+
Germany,49.0,Female,New,2024-01-18,2024,1,1.0,491.1970582,Books,HarperCollins,Fiction,Debit Card,Jan,491.1970582,0.0004911970582,36-50
USA,23.0,Female,New,2023-04-21,2023,4,5.0,1757.833348,Books,Random House,Literature,Cash,Apr,351.56666959999995,0.0017578333479999998,18-25
Germany,48.0,Male,Regular,2023-09-18,2023,9,5.0,155.9895137,Electronics,Samsung,Television,Debit Card,Sep,31.19790274,0.0001559895137,36-50
USA,34.0,Female,Premium,2023-09-27,2023,9,2.0,676.0348918,Grocery,Pepsi,Water,Cash,Sep,338.0174459,0.0006760348918,26-35
Australia,51.0,Male,Premium,2023-05-29,2023,5,3.0,1438.886033,Electronics,Mitsubhisi,Mitsubishi 1.5 Ton 3 Star Split AC,Cash,May,479.62867766666665,0.001438886033,50+
Canada,51.0,Female,Premium,2023-10-13,2023,10,9.0,1733.773957,Electronics,Sony,Television,Cash,Oct,192.64155077777778,0.0017337739570000002,50+
Canada,20.0,Female,New,2023-05-20,2023,5,1.0,390.5591692,Home Decor,IKEA,Lighting,PayPal,May,390.5591692,0.0003905591692,18-25
UK,32.0,Female,Regular,2023-07-18,2023,7,8.0,95.24875143,Electronics,Mitsubhisi,Mitsubishi 1.5 Ton 3 Star Split AC,Credit Card,Jul,11.90609392875,9.524875143e-05,26-35
USA,51.0,Female,Regular,2023-06-19,2023,6,6.0,987.7599119,Electronics,Sony,Headphones,PayPal,Jun,164.62665198333335,0.0009877599119000001,50+
Australia,28.0,Male,Premium,2023-09-29,2023,9,8.0,3048.815109,Grocery,Pepsi,Juice,PayPal,Sep,381.101888625,0.0030488151090000003,26-35
Australia,18.0,Female,Premium,2023-07-30,2023,7,2.0,696.0921207,Clothing,Zara,Shirt,Credit Card,Jul,348.04606035,0.0006960921207000001,
USA,26.0,Male,Regular,2023-07-16,2023,7,10.0,2723.361152,Grocery,Coca-Cola,Soft Drink,Cash,Jul,272.3361152,0.002723361152,26-35
USA,54.0,Male,New,2023-12-24,2023,12,4.0,1107.57805,Clothing,Nike,T-shirt,Cash,Dec,276.8945125,0.0011075780500000001,50+
Canada,27.0,Female,Regular,2023-04-21,2023,4,1.0,134.6003035,Books,HarperCollins,Non-Fiction,Debit Card,Apr,134.6003035,0.0001346003035,26-35
Canada,51.0,Female,New,2023-03-24,2023,3,6.0,1505.269916,Electronics,Sony,Smartphone,Credit Card,Mar,250.87831933333334,0.0015052699159999999,50+
Australia,46.0,Male,New,2023-07-20,2023,7,2.0,105.1218638,Books,HarperCollins,Thriller,Cash,Jul,52.5609319,0.0001051218638,36-50
Germany,46.0,Male,New,2023-06-24,2023,6,7.0,1362.173973,Home Decor,Home Depot,Tools,Debit Card,Jun,194.59628185714286,0.001362173973,36-50
UK,29.0,Female,Premium,2023-04-20,2023,4,7.0,365.2674053,Electronics,Samsung,Television,Credit Card,Apr,52.1810579,0.0003652674053,26-35
UK,61.0,Male,New,2023-10-20,2023,10,2.0,124.615879,Grocery,Nestle,Snacks,Cash,Oct,62.3079395,0.000124615879,50+
USA,34.0,Male,Regular,2023-03-29,2023,3,9.0,3441.563257,Grocery,Pepsi,Water,Cash,Mar,382.3959174444444,0.0034415632569999998,26-35
Germany,22.0,Female,Regular,2023-10-20,2023,10,1.0,218.9213736,Electronics,Apple,Smartphone,Credit Card,Oct,218.9213736,0.00021892137360000002,18-25
UK,46.0,Female,Regular,2023-05-17,2023,5,5.0,1947.474651,Home Decor,Bed Bath & Beyond,Bathroom,Debit Card,May,389.4949302,0.001947474651,36-50
USA,18.0,Female,Regular,2023-05-19,2023,5,2.0,603.1857296,Grocery,Pepsi,Soft Drink,Cash,May,301.5928648,0.0006031857296,
Germany,50.0,Female,Premium,2023-12-20,2023,12,8.0,106.1048093,Electronics,Apple,Smartphone,Debit Card,Dec,13.2631011625,0.0001061048093,36-50
Germany,64.0,Male,New,2023-03-31,2023,3,6.0,2457.213511,Electronics,Mitsubhisi,Mitsubishi 1.5 Ton 3 Star Split AC,Cash,Mar,409.53558516666664,0.002457213511,50+
UK,19.0,Female,Regular,2023-12-15,2023,12,10.0,2601.323161,Grocery,Coca-Cola,Soft Drink,Debit Card,Dec,260.13231609999997,0.002601323161,18-25
Germany,20.0,Male,New,2023-06-24,2023,6,9.0,2366.386365,Books,HarperCollins,Thriller,Cash,Jun,262.9318183333333,0.0023663863649999997,18-25
USA,30.0,Male,Regular,2023-12-19,2023,12,4.0,1558.400842,Books,Random House,Literature,Credit Card,Dec,389.6002105,0.001558400842,26-35
Canada,57.0,Male,Premium,2023-12-16,2023,12,4.0,1111.265123,Books,Random House,Non-Fiction,Cash,Dec,277.81628075,0.001111265123,50+
USA,26.0,Male,Regular,2023-08-22,2023,8,3.0,288.704687,Books,Random House,Fiction,PayPal,Aug,96.23489566666666,0.000288704687,26-35
USA,26.0,Male,Regular,2024-02-25,2024,2,2.0,928.3509872,Home Decor,Bed Bath & Beyond,Kitchen,PayPal,Feb,464.1754936,0.0009283509872,26-35
UK,20.0,Female,Regular,2023-08-14,2023,8,9.0,143.2488965,Books,Penguin Books,Non-Fiction,Debit Card,Aug,15.916544055555555,0.0001432488965,18-25
Germany,20.0,Male,New,2024-02-22,2024,2,2.0,666.7634954,Books,Penguin Books,Non-Fiction,PayPal,Feb,333.3817477,0.0006667634954,18-25
USA,26.0,Male,Regular,2024-02-29,2024,2,9.0,2324.92708,Grocery,Nestle,Chocolate,Cash,Feb,258.3252311111111,0.0023249270799999998,26-35
Canada,20.0,Male,New,2024-01-24,2024,1,4.0,1058.999968,Books,Penguin Books,Non-Fiction,Cash,Jan,264.749992,0.0010589999680000002,18-25
USA,26.0,Female,Regular,2024-02-15,2024,2,6.0,1019.477159,Clothing,Zara,Jeans,Debit Card,Feb,169.91285983333333,0.001019477159,26-35
UK,22.0,Male,Regular,2023-09-15,2023,9,2.0,816.4007925,Home Decor,Bed Bath & Beyond,Bathroom,PayPal,Sep,408.20039625,0.0008164007925,18-25
Germany,46.0,Male,Regular,2023-09-25,2023,9,10.0,4347.542555,Clothing,Adidas,Jacket,Credit Card,Sep,434.7542555,0.004347542555,36-50
UK,40.0,Male,Regular,2024-01-24,2024,1,3.0,498.0864846,Clothing,Adidas,Jacket,Credit Card,Jan,166.0288282,0.0004980864846,36-50
UK,20.0,Female,Regular,2023-07-13,2023,7,5.0,841.363443,Books,HarperCollins,Non-Fiction,Debit Card,Jul,168.27268859999998,0.000841363443,18-25
Canada,26.0,Female,Regular,2023-04-21,2023,4,1.0,69.7467674,Grocery,Nestle,Chocolate,Debit Card,Apr,69.7467674,6.97467674e-05,26-35
UK,34.0,Male,New,2023-05-15,2023,5,5.0,1228.266188,Electronics,Sony,Headphones,Cash,May,245.6532376,0.0012282661880000001,26-35
UK,20.0,Female,Regular,2023-10-16,2023,10,6.0,2467.029773,Books,HarperCollins,Fiction,Cash,Oct,411.1716288333334,0.0024670297730000003,18-25
USA,35.0,Male,New,2023-11-22,2023,11,10.0,1751.439504,Electronics,Samsung,Tablet,Credit Card,Nov,175.1439504,0.001751439504,26-35
Canada,37.0,Male,New,2023-05-14,2023,5,2.0,694.0950057,Home Decor,Home Depot,Decorations,Credit Card,May,347.04750285,0.0006940950057,36-50
UK,36.0,Male,Premium,2023-07-18,2023,7,10.0,4068.883112,Clothing,Zara,Dress,Cash,Jul,406.8883112,0.004068883112,36-50
Canada,47.0,Male,Premium,2023-09-21,2023,9,8.0,634.4392385,Clothing,Zara,Dress,PayPal,Sep,79.3049048125,0.0006344392385,36-50
UK,22.0,Female,Regular,2023-07-31,2023,7,8.0,2834.594203,Grocery,Nestle,Snacks,PayPal,Jul,354.324275375,0.0028345942030000002,18-25
UK,70.0,Female,New,2023-12-17,2023,12,10.0,4898.080608,Clothing,Nike,Shorts,Debit Card,Dec,489.8080608,0.004898080608,50+
USA,21.0,Male,Regular,2023-09-24,2023,9,3.0,1010.364881,Electronics,Sony,Television,Credit Card,Sep,336.7882936666667,0.0010103648809999999,18-25
Australia,20.0,Male,Regular,2023-03-21,2023,3,4.0,1504.839587,Electronics,Sony,Smartphone,PayPal,Mar,376.20989675,0.001504839587,18-25
USA,46.0,Female,New,2023-09-24,2023,9,2.0,873.7017357,Home Decor,Home Depot,Decorations,Debit Card,Sep,436.85086785,0.0008737017357,36-50
USA,20.0,Female,Regular,2023-07-18,2023,7,9.0,3953.310261,Electronics,Samsung,Television,Cash,Jul,439.2566956666667,0.003953310261,18-25
UK,46.0,Male,Regular,2023-05-31,2023,5,5.0,1930.643673,Electronics,Sony,Television,PayPal,May,386.12873460000003,0.001930643673,36-50
UK,64.0,Male,Premium,2023-09-23,2023,9,5.0,439.3885489,Electronics,Samsung,Smartphone,Credit Card,Sep,87.87770978,0.00043938854889999997,50+
USA,46.0,Female,Regular,2024-01-13,2024,1,3.0,835.9089089,Grocery,Nestle,Chocolate,Debit Card,Jan,278.6363029666667,0.0008359089089,36-50
Australia,29.0,Male,Premium,2023-12-30,2023,12,7.0,3052.010252,Home Decor,Bed Bath & Beyond,Bedding,Credit Card,Dec,436.0014645714286,0.003052010252,26-35
USA,66.0,Male,New,2023-10-18,2023,10,3.0,555.6724618,Electronics,Apple,Laptop,Cash,Oct,185.22415393333333,0.0005556724617999999,50+
USA,20.0,Female,New,2023-03-30,2023,3,1.0,355.7504057,Books,Random House,Non-Fiction,Credit Card,Mar,355.7504057,0.00035575040569999996,18-25
Canada,69.0,Female,New,2023-03-31,2023,3,3.0,83.19685945,Grocery,Coca-Cola,Water,Credit Card,Mar,27.732286483333336,8.319685945e-05,50+
USA,34.0,Female,Regular,2023-12-20,2023,12,9.0,4129.086687,Grocery,Coca-Cola,Water,Debit Card,Dec,458.7874096666667,0.004129086687,26-35
USA,23.0,Female,New,2024-02-24,2024,2,8.0,936.9406078,Grocery,Pepsi,Soft Drink,Credit Card,Feb,117.117575975,0.0009369406077999999,18-25
UK,22.0,Female,Regular,2023-03-28,2023,3,1.0,85.08375504,Electronics,Samsung,Smartphone,Debit Card,Mar,85.08375504,8.508375504e-05,18-25
Australia,45.0,Female,Regular,2023-04-24,2023,4,3.0,865.7257389,Home Decor,Home Depot,Furniture,Debit Card,Apr,288.5752463,0.0008657257389,36-50
Germany,58.0,Male,Premium,2024-01-18,2024,1,2.0,702.5456974,Electronics,Sony,Television,Cash,Jan,351.2728487,0.0007025456974,50+
Germany,52.0,Male,Premium,2023-09-29,2023,9,10.0,289.2141584,Grocery,Nestle,Coffee,Debit Card,Sep,28.921415839999998,0.00028921415839999997,50+
Canada,26.0,Male,Regular,2023-04-29,2023,4,4.0,1482.217231,Electronics,Whirepool,Fridge,PayPal,Apr,370.55430775,0.001482217231,26-35
USA,46.0,Male,Regular,2023-09-22,2023,9,7.0,2960.956236,Clothing,Nike,Shoes,Debit Card,Sep,422.993748,0.002960956236,36-50
Germany,62.0,Female,Regular,2024-01-20,2024,1,3.0,865.7282132,Clothing,Adidas,Jacket,Credit Card,Jan,288.57607106666666,0.0008657282132,50+
USA,34.0,Female,Regular,2023-09-18,2023,9,7.0,1570.619664,Grocery,Pepsi,Water,Debit Card,Sep,224.37423771428573,0.001570619664,26-35
Germany,22.0,Female,Regular,2023-03-16,2023,3,7.0,1422.999188,Grocery,Coca-Cola,Juice,PayPal,Mar,203.2855982857143,0.001422999188,18-25
USA,23.0,Male,New,2023-12-23,2023,12,4.0,1418.535912,Grocery,Coca-Cola,Soft Drink,Debit Card,Dec,354.633978,0.001418535912,18-25
Germany,20.0,Male,New,2023-07-20,2023,7,9.0,1849.93342,Electronics,Apple,Laptop,PayPal,Jul,205.5481577777778,0.00184993342,18-25
Germany,29.0,Female,Premium,2024-01-30,2024,1,9.0,917.9104577,Books,Penguin Books,Children's,Cash,Jan,101.99005085555557,0.0009179104577,26-35
Australia,20.0,Female,Regular,2023-04-23,2023,4,9.0,3251.074859,Books,Penguin Books,Children's,Debit Card,Apr,361.23053988888887,0.0032510748589999997,18-25
UK,19.0,Male,Regular,2024-01-24,2024,1,4.0,118.9222619,Clothing,Adidas,Shoes,Cash,Jan,29.730565475,0.00011892226189999999,18-25
UK,19.0,Female,Regular,2023-07-14,2023,7,8.0,780.5020446,Clothing,Nike,Shoes,Cash,Jul,97.562755575,0.0007805020446,18-25
Germany,30.0,Female,Premium,2023-03-13,2023,3,10.0,4653.144702,Grocery,Coca-Cola,Soft Drink,Debit Card,Mar,465.31447019999996,0.0046531447019999995,26-35
USA,26.0,Male,Regular,2023-12-24,2023,12,5.0,56.1459286,Electronics,Whirepool,Fridge,Credit Card,Dec,11.22918572,5.61459286e-05,26-35
UK,26.0,Male,Regular,2023-03-28,2023,3,10.0,4953.781358,Electronics,Whirepool,Fridge,PayPal,Mar,495.3781358,0.004953781358,26-35
Australia,26.0,Male,Premium,2023-08-21,2023,8,5.0,1340.529707,Grocery,Pepsi,Water,Debit Card,Aug,268.1059414,0.001340529707,26-35
UK,26.0,Male,Premium,2023-04-15,2023,4,9.0,480.2256383,Grocery,Pepsi,Juice,Debit Card,Apr,53.358404255555556,0.0004802256383,26-35
Australia,20.0,Male,New,2023-10-18,2023,10,3.0,363.6338903,Books,HarperCollins,Fiction,Cash,Oct,121.21129676666668,0.00036363389030000004,18-25
Germany,22.0,Male,Regular,2023-09-14,2023,9,4.0,1663.989128,Electronics,Sony,Smartphone,Debit Card,Sep,415.997282,0.001663989128,18-25
Germany,46.0,Male,Premium,2023-08-16,2023,8,2.0,442.7477764,Grocery,Pepsi,Water,Debit Card,Aug,221.3738882,0.0004427477764,36-50
Germany,24.0,Male,Regular,2023-08-30,2023,8,8.0,2391.462221,Books,HarperCollins,Fiction,Credit Card,Aug,298.932777625,0.0023914622210000004,18-25
Australia,68.0,Female,Premium,2023-12-23,2023,12,10.0,2512.438024,Clothing,Zara,Shirt,Credit Card,Dec,251.2438024,0.002512438024,50+
USA,26.0,Male,Regular,2023-09-18,2023,9,4.0,56.69777654,Grocery,Nestle,Coffee,Debit Card,Sep,14.174444135,5.669777654e-05,26-35
Germany,46.0,Unknown,Premium,2023-08-16,2023,8,7.0,267.5047888,Home Decor,IKEA,Lighting,Debit Card,Aug,38.21496982857143,0.0002675047888,36-50
USA,23.0,Female,Regular,2024-02-23,2024,2,4.0,1956.651972,Electronics,Samsung,Tablet,PayPal,Feb,489.162993,0.001956651972,18-25
USA,34.0,Male,New,2023-09-22,2023,9,5.0,326.0515272,Books,Penguin Books,Fiction,Cash,Sep,65.21030544,0.0003260515272,26-35
USA,46.0,Male,New,2023-11-22,2023,11,8.0,3777.611413,Clothing,Zara,Shirt,Debit Card,Nov,472.201426625,0.0037776114130000002,36-50
Australia,36.0,Female,Premium,2023-06-30,2023,6,3.0,297.4472704,Books,HarperCollins,Thriller,Debit Card,Jun,99.14909013333333,0.00029744727039999997,36-50
Canada,20.0,Male,New,2023-04-30,2023,4,7.0,1734.296343,Clothing,Adidas,T-shirt,Debit Card,Apr,247.75662042857144,0.001734296343,18-25
USA,26.0,Male,Regular,2023-11-21,2023,11,8.0,940.0846633,Books,Penguin Books,Fiction,Credit Card,Nov,117.5105829125,0.0009400846633,26-35
UK,20.0,Male,New,2023-09-16,2023,9,2.0,602.754733,Books,HarperCollins,Fiction,Credit Card,Sep,301.3773665,0.0006027547329999999,18-25
USA,18.0,Female,New,2023-04-23,2023,4,2.0,891.3673823,Home Decor,IKEA,Lighting,Debit Card,Apr,445.68369115,0.0008913673823,
Canada,20.0,Male,Regular,2024-01-17,2024,1,3.0,939.8061134,Grocery,Coca-Cola,Juice,Cash,Jan,313.26870446666663,0.0009398061134,18-25
USA,32.0,Male,Premium,2024-01-25,2024,1,1.0,448.0789726,Electronics,Mitsubhisi,Mitsubishi 1.5 Ton 3 Star Split AC,Credit Card,Jan,448.0789726,0.00044807897259999997,26-35
UK,50.0,Male,Premium,2023-11-16,2023,11,10.0,2889.194055,Books,HarperCollins,Non-Fiction,Debit Card,Nov,288.9194055,0.002889194055,36-50
USA,51.0,Male,Regular,2023-10-30,2023,10,8.0,1750.387416,Home Decor,Bed Bath & Beyond,Kitchen,Debit Card,Oct,218.798427,0.001750387416,50+
USA,46.0,Female,Regular,2023-07-24,2023,7,1.0,405.6393115,Grocery,Nestle,Chocolate,Credit Card,Jul,405.6393115,0.0004056393115,36-50
USA,46.0,Female,New,2024-01-29,2024,1,9.0,2167.292238,Clothing,Nike,T-shirt,Debit Card,Jan,240.81024866666667,0.002167292238,36-50
USA,26.0,Male,Regular,2023-09-19,2023,9,4.0,1048.940584,Electronics,Samsung,Smartphone,PayPal,Sep,262.235146,0.001048940584,26-35
USA,26.0,Male,Regular,2023-10-29,2023,10,4.0,334.1477904,Electronics,Samsung,Television,PayPal,Oct,83.5369476,0.00033414779040000003,26-35
USA,23.0,Male,Regular,2023-07-25,2023,7,1.0,443.5556481,Electronics,Apple,Smartphone,Credit Card,Jul,443.5556481,0.0004435556481,18-25
USA,46.0,Male,New,2023-09-25,2023,9,5.0,726.1575676,Books,Penguin Books,Non-Fiction,PayPal,Sep,145.23151352,0.0007261575675999999,36-50
USA,21.0,Male,New,2023-11-29,2023,11,3.0,1253.136973,Grocery,Nestle,Coffee,Cash,Nov,417.7123243333333,0.001253136973,18-25
USA,34.0,Female,New,2023-08-26,2023,8,6.0,1158.777766,Books,Random House,Literature,PayPal,Aug,193.12962766666666,0.001158777766,26-35
USA,64.0,Male,Regular,2023-05-21,2023,5,7.0,1127.900326,Clothing,Nike,Shorts,Cash,May,161.128618,0.001127900326,50+
UK,22.0,Male,New,2023-08-24,2023,8,4.0,1301.555267,Grocery,Nestle,Coffee,Credit Card,Aug,325.38881675,0.001301555267,18-25
UK,20.0,Male,Regular,2023-04-26,2023,4,3.0,1284.669545,Electronics,Apple,Smartphone,Debit Card,Apr,428.2231816666667,0.001284669545,18-25
UK,47.0,Male,Premium,2023-04-21,2023,4,6.0,340.813504,Clothing,Zara,Shirt,PayPal,Apr,56.80225066666667,0.000340813504,36-50
Australia,56.0,Male,Premium,2023-07-17,2023,7,1.0,31.65405463,Books,Random House,Literature,Credit Card,Jul,31.65405463,3.165405463e-05,50+
USA,59.0,Male,New,2023-12-24,2023,12,7.0,1347.073297,Grocery,Pepsi,Water,Credit Card,Dec,192.4390424285714,0.001347073297,50+
UK,46.0,Female,Premium,2023-04-29,2023,4,2.0,432.3948875,Books,Penguin Books,Fiction,PayPal,Apr,216.19744375,0.0004323948875,36-50
Germany,22.0,Male,Regular,2023-04-25,2023,4,4.0,1830.937043,Grocery,Nestle,Snacks,PayPal,Apr,457.73426075,0.001830937043,18-25
USA,34.0,Male,Regular,2023-10-28,2023,10,8.0,1407.464806,Grocery,Pepsi,Water,Credit Card,Oct,175.93310075,0.001407464806,26-35
UK,46.0,Female,Premium,2023-03-19,2023,3,9.0,1601.05388,Grocery,Nestle,Snacks,Cash,Mar,177.89487555555556,0.00160105388,36-50
Canada,26.0,Male,Regular,2023-05-15,2023,5,7.0,1347.982522,Electronics,Whirepool,Fridge,PayPal,May,192.56893171428572,0.001347982522,26-35
UK,32.0,Male,Premium,2023-12-27,2023,12,5.0,1514.630332,Clothing,Adidas,Jacket,Credit Card,Dec,302.92606639999997,0.0015146303319999999,26-35
UK,20.0,Female,New,2023-10-22,2023,10,4.0,1226.149158,Electronics,Sony,Smartphone,Cash,Oct,306.5372895,0.001226149158,18-25
USA,26.0,Male,Regular,2023-07-29,2023,7,10.0,4842.385816,Clothing,Zara,Dress,Credit Card,Jul,484.2385816,0.004842385816,26-35
Australia,26.0,Male,Regular,2023-12-31,2023,12,1.0,126.1278262,Electronics,Sony,Smartphone,Debit Card,Dec,126.1278262,0.0001261278262,26-35
UK,19.0,Male,New,2023-03-19,2023,3,6.0,1711.935152,Clothing,Zara,Dress,PayPal,Mar,285.3225253333333,0.001711935152,18-25
